2026-04-17 15:05:45.409 | INFO     | app.utils.utils:load_code_from_file:65 - Loading file from ./code_example/prompt/sleep.c
2026-04-17 15:05:45.409 | INFO     | app.utils.utils:load_code_from_file:65 - Loading file from ./code_example/prompt/sleep.c.instr
2026-04-17 15:05:45.438 | INFO     | app.utils.utils:update_project_dir:26 - Project directory /bc-gcov
2026-04-17 15:05:47.123 | INFO     | app.agents.testcase:load_testcases:780 - Loaded 21 test cases
2026-04-17 15:05:47.123 | INFO     | app.commands.replay:replay_test_case:106 - Ready to replay 21 test cases
2026-04-17 15:05:47.124 | INFO     | app.commands.replay:replay_test_case:154 - Valid testcases after time_taken sorting (21 testcases): [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 12, 15, 16, 17, 18, 19, 20]
2026-04-17 15:05:47.124 | INFO     | app.commands.replay:replay_test_case:164 - --- Test case #0: replay started ---
2026-04-17 15:05:47.137 | DEBUG    | app.utils.utils:_execute_target:183 - Child process changed working directory to /bc-gcov
2026-04-17 15:05:47.155 | DEBUG    | app.utils.utils:_execute_target:267 - Restored working directory to /concolic-agent
2026-04-17 15:05:47.157 | DEBUG    | app.utils.utils:exec_code_function:326 - Child process finished with exit code: 0
2026-04-17 15:05:47.159 | INFO     | app.commands.replay:replay_test_case:214 - Test case #0 has been executed successfully
2026-04-17 15:05:47.159 | DEBUG    | app.commands.replay:run_coverage_script:30 - Running coverage script with args: /coverage.sh None None None
2026-04-17 15:05:47.348 | INFO     | app.commands.replay:replay_test_case:282 - --- Test case #0: replay finished ---
2026-04-17 15:05:47.349 | INFO     | app.commands.replay:replay_test_case:164 - --- Test case #1: replay started ---
2026-04-17 15:05:47.349 | DEBUG    | app.commands.replay:run_coverage_script:30 - Running coverage script with args: /coverage.sh bc/bc.c 1488 YY_IGNORE_MAYBE_UNINITIALIZED_BEGIN
2026-04-17 15:05:47.500 | DEBUG    | app.commands.replay:run_coverage_script:30 - Running coverage script with args: /coverage.sh bc/bc.c 1489 *++yyvsp = yylval;
2026-04-17 15:05:47.685 | DEBUG    | app.commands.replay:replay_test_case:207 - Target lines previous coverage: [0, 9]
2026-04-17 15:05:47.692 | DEBUG    | app.utils.utils:_execute_target:183 - Child process changed working directory to /bc-gcov
2026-04-17 15:05:47.694 | DEBUG    | app.utils.utils:_execute_target:267 - Restored working directory to /concolic-agent
2026-04-17 15:05:47.695 | DEBUG    | app.utils.utils:exec_code_function:326 - Child process finished with exit code: 0
2026-04-17 15:05:47.695 | INFO     | app.commands.replay:replay_test_case:214 - Test case #1 has been executed successfully
2026-04-17 15:05:47.695 | DEBUG    | app.commands.replay:run_coverage_script:30 - Running coverage script with args: /coverage.sh None None None
2026-04-17 15:05:47.858 | DEBUG    | app.commands.replay:run_coverage_script:30 - Running coverage script with args: /coverage.sh bc/bc.c 1488 YY_IGNORE_MAYBE_UNINITIALIZED_BEGIN
2026-04-17 15:05:48.006 | DEBUG    | app.commands.replay:run_coverage_script:30 - Running coverage script with args: /coverage.sh bc/bc.c 1489 *++yyvsp = yylval;
2026-04-17 15:05:48.144 | INFO     | app.commands.replay:replay_test_case:282 - --- Test case #1: replay finished ---
2026-04-17 15:05:48.144 | INFO     | app.commands.replay:replay_test_case:164 - --- Test case #2: replay started ---
2026-04-17 15:05:48.144 | DEBUG    | app.commands.replay:run_coverage_script:30 - Running coverage script with args: /coverage.sh bc/main.c 114 usage(argv[0]);
2026-04-17 15:05:48.397 | DEBUG    | app.commands.replay:run_coverage_script:30 - Running coverage script with args: /coverage.sh bc/main.c 115 bc_exit (0);
2026-04-17 15:05:48.544 | DEBUG    | app.commands.replay:replay_test_case:207 - Target lines previous coverage: [0, 0]
